Id,SalePrice
1740,181054.6
1741,179447.12
1742,180626.84
1743,179537.69
1744,192819.27
1745,186982.02
1746,191522.16
1747,184853.84
1748,182223.05
1749,178494.16
1750,178095.42
1751,185207.36
1752,175228.17
1753,178103.31
1754,184926.08
1755,178982.8
1756,174659.72
1757,175071.6
1758,177789.64
1759,180289.78
1760,178247.11
1761,178045.94
1762,179768.1
1763,180435.86
1764,174754.08
1765,180637.88
1766,180398.8
1767,182040.86
1768,177137.5
1769,180186.58
1770,176026.81
1771,177399.1
1772,177371.16
1773,177439.08
1774,176225.94
1775,176510.9
1776,175131.53
1777,174962.34
1778,176121.33
1779,175020.92
1780,181560.34
1781,176970.44
1782,173302.19
1783,175081.08
1784,173068.11
1785,175176.7
1786,178947.31
1787,179382.08
1788,170008.84
1789,172557.22
1790,172737.7
1791,179728.8
1792,177918.94
1793,176626.16
1794,176214.33
1795,177055.89
1796,175041.95
1797,173702.03
1798,176279.55
1799,174929.34
1800,175390.27
1801,175823.25
1802,179593.61
1803,179576.64
1804,176136.14
1805,176629.34
1806,175228.66
1807,179226.6
1808,174839.9
1809,176011.94
1810,178504.58
1811,175421.16
1812,175398.4
1813,175004.62
1814,173689.38
1815,169928.05
1816,174125.48
1817,177482.73
1818,176911.98
1819,174217.28
1820,172694.67
1821,176035.03
1822,180197.67
1823,169763.73
1824,176691.25
1825,176450.9
1826,174234.67
1827,174395.25
1828,177470.27
1829,175141.77
1830,179378.77
1831,180277.45
1832,175031.78
1833,178726.7
1834,176919.97
1835,181201.9
1836,176491.12
1837,173661.33
1838,176474.83
1839,172402.39
1840,178594.58
1841,177785.27
1842,172614.05
1843,176890.88
1844,176054.48
1845,176582.2
1846,177637.6
1847,176880.34
1848,170272.22
1849,176303.23
1850,176418.92
1851,177862.19
1852,176488.6
1853,176673.27
1854,180907.88
1855,176584.55
1856,184093.75
1857,179505.6
1858,176425.39
1859,176212.58
1860,177687.03
1861,176201.58
1862,189256.56
1863,189021.58
1864,189021.58
1865,196949.42
1866,196763.81
1867,187631.16
1868,192183.61
1869,181940.05
1870,187995.34
1871,188276.9
1872,180511.19
1873,183682.67
1874,176039.67
1875,183248.83
1876,180942.53
1877,183246.44
1878,184244.06
1879,175369.62
1880,176114.33
1881,186351.1
1882,188923.81
1883,182764.39
1884,183959.92
1885,189752.89
1886,191767.17
1887,182764.98
1888,191218.81
1889,179250.28
1890,176669.45
1891,176402.8
1892,173946.62
1893,177085.97
1894,175920.27
1895,178504.1
1896,175058.1
1897,175005.75
1898,173901.53
1899,175533.75
1900,177874.16
1901,179842.33
1902,176302.98
1903,185359.77
1904,176975.42
1905,180576.22
1906,177800.28
1907,182209.66
1908,175394.11
1909,175985.86
1910,175611.27
1911,182092.14
1912,188552.69
1913,178398.95
1914,169555.28
1915,194780.69
1916,170973.72
1917,189911.62
1918,175516.66
1919,176927.5
1920,178445.72
1921,202531.75
1922,196898.5
1923,182906.22
1924,186416.11
1925,185599.38
1926,200101.02
1927,176396.45
1928,179168.08
1929,175138.36
1930,175550.7
1931,176074.66
1932,175693.33
1933,180328.23
1934,180676.52
1935,180289.14
1936,180846.7
1937,180743.06
1938,179936.2
1939,188145.73
1940,183817.81
1941,180538.62
1942,181511.61
1943,183350.19
1944,193134.27
1945,199167.0
1946,180001.23
1947,194367.42
1948,180471.45
1949,188310.64
1950,181273.7
1951,189397.62
1952,187221.27
1953,178964.83
1954,184125.5
1955,175385.67
1956,190676.11
1957,179947.81
1958,193267.69
1959,176540.16
1960,174112.86
1961,175242.0
1962,174106.9
1963,174411.5
1964,174442.44
1965,179748.31
1966,180031.77
1967,192161.27
1968,199847.42
1969,199869.06
1970,204106.03
1971,206674.06
1972,200009.64
1973,190356.45
1974,193199.97
1975,206784.72
1976,190629.23
1977,198417.17
1978,197489.56
1979,197517.83
1980,182154.44
1981,197279.33
1982,185508.84
1983,184891.17
1984,181160.98
1985,183409.8
1986,183650.66
1987,181799.31
1988,180611.94
1989,181516.95
1990,185372.1
1991,182441.88
1992,183735.66
1993,181379.28
1994,187025.19
1995,181467.75
1996,187516.9
1997,198171.3
1998,196852.45
1999,187678.17
2000,193572.33
2001,189037.66
2002,186175.58
2003,187610.16
2004,188494.53
2005,186350.95
2006,185494.47
2007,187691.95
2008,182268.39
2009,180750.4
2010,182328.94
2011,177967.88
2012,181580.83
2013,180742.75
2014,181141.42
2015,182377.34
2016,181212.2
2017,182989.98
2018,175247.92
2019,175509.98
2020,173588.11
2021,175036.89
2022,180753.53
2023,178679.5
2024,183941.97
2025,200948.95
2026,181904.69
2027,176607.78
2028,178498.36
2029,180254.73
2030,192658.78
2031,190688.42
2032,191918.64
2033,192234.98
2034,178873.14
2035,182982.73
2036,182068.02
2037,182839.58
2038,196505.52
2039,183267.05
2040,206969.83
2041,190684.25
2042,183219.17
2043,180182.42
2044,180327.64
2045,186647.73
2046,176291.94
2047,179066.48
2048,175535.11
2049,176350.7
2050,181349.66
2051,174269.58
2052,177137.44
2053,177066.89
2054,172586.06
2055,179912.92
2056,174960.08
2057,176207.86
2058,183561.3
2059,175910.7
2060,178907.61
2061,180940.95
2062,176940.44
2063,174477.7
2064,176998.48
2065,174293.27
2066,180724.19
2067,175791.88
2068,176314.72
2069,171637.53
2070,174361.66
2071,172815.03
2072,177417.95
2073,175903.56
2074,180952.33
2075,177007.66
2076,175488.44
2077,177722.92
2078,176397.56
2079,175503.62
2080,174687.66
2081,175240.77
2082,175702.5
2083,178254.64
2084,174628.55
2085,176889.33
2086,173993.16
2087,174848.02
2088,173061.03
2089,173994.45
2090,176547.22
2091,175738.72
2092,177649.97
2093,177359.77
2094,178396.05
2095,178910.27
2096,172322.72
2097,173851.86
2098,178740.9
2099,170133.19
2100,175075.58
2101,176134.88
2102,177991.12
2103,174156.89
2104,176940.58
2105,176493.03
2106,171542.64
2107,187469.36
2108,175063.0
2109,174314.05
2110,175827.12
2111,179980.55
2112,177217.53
2113,174739.77
2114,173856.9
2115,178436.08
2116,174692.58
2117,177519.95
2118,174712.1
2119,174236.61
2120,174200.05
2121,175287.83
2122,173269.58
2123,172448.69
2124,182315.4
2125,178043.56
2126,179724.44
2127,178001.11
2128,176767.53
2129,174847.11
2130,177620.55
2131,180289.92
2132,174759.0
2133,175248.2
2134,174763.75
2135,174721.77
2136,171890.73
2137,175470.92
2138,176378.73
2139,177395.67
2140,175666.12
2141,176062.55
2142,176691.72
2143,177292.42
2144,174729.22
2145,175383.53
2146,176910.12
2147,179506.1
2148,176027.78
2149,176653.7
2150,186565.02
2151,178460.36
2152,179533.86
2153,178923.94
2154,173225.56
2155,174829.03
2156,183827.3
2157,187932.03
2158,186773.47
2159,185695.83
2160,180387.6
2161,187933.05
2162,208563.27
2163,197448.67
2164,188852.83
2165,180450.97
2166,176398.4
2167,182884.81
2168,182482.19
2169,182246.17
2170,183526.58
2171,176363.84
2172,176993.36
2173,178880.52
2174,186849.27
2175,195712.92
2176,193585.0
2177,187992.64
2178,185150.12
2179,176356.11
2180,181577.03
2181,182438.08
2182,185288.48
2183,182206.23
2184,177026.94
2185,175623.16
2186,177443.28
2187,177404.88
2188,178797.92
2189,179923.4
2190,172433.81
2191,172612.19
2192,171858.2
2193,173803.73
2194,173889.1
2195,174426.11
2196,174007.62
2197,173686.83
2198,180425.53
2199,179217.6
2200,175141.86
2201,175089.77
2202,182274.19
2203,179902.47
2204,180003.06
2205,174528.88
2206,176764.23
2207,186011.7
2208,185355.47
2209,181292.05
2210,175631.5
2211,174357.22
2212,174314.8
2213,174102.45
2214,177654.6
2215,174183.4
2216,177757.4
2217,170849.4
2218,171207.14
2219,170440.05
2220,172509.75
2221,194825.5
2222,188667.62
2223,189450.17
2224,184127.17
2225,176400.12
2226,179943.64
2227,182589.61
2228,190653.64
2229,185985.55
2230,178626.03
2231,183191.47
2232,180652.88
2233,179738.3
2234,188160.66
2235,181646.22
2236,190604.7
2237,196685.34
2238,182636.97
2239,176796.69
2240,178849.4
2241,178352.58
2242,176872.38
2243,177289.03
2244,173005.2
2245,173079.64
2246,177428.48
2247,173948.95
2248,175165.47
2249,175200.62
2250,176058.1
2251,175798.34
2252,180534.56
2253,178741.5
2254,180485.03
2255,180793.4
2256,182011.08
2257,181794.7
2258,181180.5
2259,180488.45
2260,177922.38
2261,182479.0
2262,183833.98
2263,194097.53
2264,205185.56
2265,180986.25
2266,192553.94
2267,196957.23
2268,200183.69
2269,179083.97
2270,181942.28
2271,188330.72
2272,183650.16
2273,178637.38
2274,179081.14
2275,178883.55
2276,180517.83
2277,180897.97
2278,179126.88
2279,174802.55
2280,174002.7
2281,179847.12
2282,179842.89
2283,173858.2
2284,174144.89
2285,179719.2
2286,175628.98
2287,197135.06
2288,188667.88
2289,198927.9
2290,204449.23
2291,193253.86
2292,202404.84
2293,206433.34
2294,195941.23
2295,205548.17
2296,191627.33
2297,192245.62
2298,196055.03
2299,198083.27
2300,193697.2
2301,188938.33
2302,186077.14
2303,187450.44
2304,187474.6
2305,179594.03
2306,179643.03
2307,179947.78
2308,186796.22
2309,192790.58
2310,184906.34
2311,182272.33
2312,180709.83
2313,180510.27
2314,181477.34
2315,180642.62
2316,181946.69
2317,179551.9
2318,180581.64
2319,181327.62
2320,181784.83
2321,189164.1
2322,181271.2
2323,180979.17
2324,180238.69
2325,184745.42
2326,180258.14
2327,185096.08
2328,185595.22
2329,180577.16
2330,180527.5
2331,197610.31
2332,204284.28
2333,194543.2
2334,188889.03
2335,188472.7
2336,195588.31
2337,182269.92
2338,191972.53
2339,186713.23
2340,200324.9
2341,184796.0
2342,187558.08
2343,184710.95
2344,186542.05
2345,187324.31
2346,185231.02
2347,182172.31
2348,185661.23
2349,178727.86
2350,189394.94
2351,188017.28
2352,187310.75
2353,184234.02
2354,177007.2
2355,180145.7
2356,177370.75
2357,183065.03
2358,181795.38
2359,174603.5
2360,174820.83
2361,176811.88
2362,189197.77
2363,176883.45
2364,177326.14
2365,186593.38
2366,182598.78
2367,186442.66
2368,182310.92
2369,186430.48
2370,180182.81
2371,180412.61
2372,179806.28
2373,189281.27
2374,191036.92
2375,187386.9
2376,189398.69
2377,195980.44
2378,175992.34
2379,182138.84
2380,176513.45
2381,178582.16
2382,182511.94
2383,184442.31
2384,186725.0
2385,177675.69
2386,176906.38
2387,175829.2
2388,173639.88
2389,175760.3
2390,175848.75
2391,176016.62
2392,174646.77
2393,180180.0
2394,177341.88
2395,181931.69
2396,177835.31
2397,181930.77
2398,175082.27
2399,170164.73
2400,169978.47
2401,174611.83
2402,176833.05
2403,176089.78
2404,176372.9
2405,178503.0
2406,175497.92
2407,176120.97
2408,176789.86
2409,176960.75
2410,180185.52
2411,175313.98
2412,178271.73
2413,177384.81
2414,175495.94
2415,176214.03
2416,175555.56
2417,176303.33
2418,174705.97
2419,176387.89
2420,175390.48
2421,178369.64
2422,174983.56
2423,176272.19
2424,177958.86
2425,181215.05
2426,175436.69
2427,176568.88
2428,180538.56
2429,174751.94
2430,175368.83
2431,175158.66
2432,176488.48
2433,177312.78
2434,177699.42
2435,177911.36
2436,174282.1
2437,174600.98
2438,175211.45
2439,174907.47
2440,175177.75
2441,174512.16
2442,174053.92
2443,174703.3
2444,175014.36
2445,171915.75
2446,177509.4
2447,185504.58
2448,178157.83
2449,174775.58
2450,179806.11
2451,174751.58
2452,184847.06
2453,173436.0
2454,175377.12
2455,173014.62
2456,177779.81
2457,174424.81
2458,174198.44
2459,174424.12
2460,177959.73
2461,174371.81
2462,176383.03
2463,174880.98
2464,177685.77
2465,175219.36
2466,174863.27
2467,179327.95
2468,172717.95
2469,172798.73
2470,181542.1
2471,182930.14
2472,180935.83
2473,174654.95
2474,174970.06
2475,185872.64
2476,173216.38
2477,175396.44
2478,179590.73
2479,174899.66
2480,175995.78
2481,175292.27
2482,175841.86
2483,174690.98
2484,175346.33
2485,174830.73
2486,177727.23
2487,180344.72
2488,179270.7
2489,176544.92
2490,177390.98
2491,172072.56
2492,180436.88
2493,175666.05
2494,180219.81
2495,172802.72
2496,182922.03
2497,178436.53
2498,175133.34
2499,172155.72
2500,176420.8
2501,176993.52
2502,178231.06
2503,172840.72
2504,181074.36
2505,185092.4
2506,188084.92
2507,194849.62
2508,188139.62
2509,185280.97
2510,187108.81
2511,181978.27
2512,183442.94
2513,183903.44
2514,186123.84
2515,176769.64
2516,176663.27
2517,175715.62
2518,176932.61
2519,184056.38
2520,183099.69
2521,182375.31
2522,184058.03
2523,175954.9
2524,176778.27
2525,176521.08
2526,176794.0
2527,174688.56
2528,175465.58
2529,175800.14
2530,174259.23
2531,186846.44
2532,184605.08
2533,182962.78
2534,187277.45
2535,194123.45
2536,185825.9
2537,184652.4
2538,182009.95
2539,181790.3
2540,179808.84
2541,181955.05
2542,178909.3
2543,175422.67
2544,176788.11
2545,175127.81
2546,177947.55
2547,176279.11
2548,176922.47
2549,178556.0
2550,202677.45
2551,176352.02
2552,174844.78
2553,172421.77
2554,176039.19
2555,174179.81
2556,173790.33
2557,174472.7
2558,178604.0
2559,177476.11
2560,174652.1
2561,177356.3
2562,176408.53
2563,176953.33
2564,179983.0
2565,175177.47
2566,177496.73
2567,175693.5
2568,181030.48
2569,181059.66
2570,175497.16
2571,178922.5
2572,182590.36
2573,187159.36
2574,193070.06
2575,175355.56
2576,176286.61
2577,179882.1
2578,173925.77
2579,172598.86
2580,175899.27
2581,176502.78
2582,174896.67
2583,191688.34
2584,177518.39
2585,181290.9
2586,182874.62
2587,183294.11
2588,179112.72
2589,176405.89
2590,185472.34
2591,182408.55
2592,185045.88
2593,188367.73
2594,181384.64
2595,183573.56
2596,195854.22
2597,180643.19
2598,189134.7
2599,196231.06
2600,178395.73
2601,175875.53
2602,172643.39
2603,173086.17
2604,172682.25
2605,172665.61
2606,176259.88
2607,179145.14
2608,181399.55
2609,179730.17
2610,174752.5
2611,178951.66
2612,177571.55
2613,175197.53
2614,175252.33
2615,178062.61
2616,176487.5
2617,180292.34
2618,180146.19
2619,186324.77
2620,180697.69
2621,180793.84
2622,180809.11
2623,186009.94
2624,189617.62
2625,194620.69
2626,178739.4
2627,182306.42
2628,204844.03
2629,223716.53
2630,200106.81
2631,205986.8
2632,203833.84
2633,194335.86
2634,200112.6
2635,176837.84
2636,183156.9
2637,180429.62
2638,187443.12
2639,181090.02
2640,177668.48
2641,174075.14
2642,181260.69
2643,175201.16
2644,175842.23
2645,173841.44
2646,173824.95
2647,174073.06
2648,177426.75
2649,177000.78
2650,179482.28
2651,179926.2
2652,205657.2
2653,187533.69
2654,186128.89
2655,196145.03
2656,192182.31
2657,196433.61
2658,190001.31
2659,192858.7
2660,194199.27
2661,194578.38
2662,193742.66
2663,190517.69
2664,192564.92
2665,195896.88
2666,192451.53
2667,180346.42
2668,181966.9
2669,179789.11
2670,192191.61
2671,181959.14
2672,181696.53
2673,183080.62
2674,182808.97
2675,181128.81
2676,182210.62
2677,181420.14
2678,188433.36
2679,191211.47
2680,190641.06
2681,204463.48
2682,195602.06
2683,208083.42
2684,193803.11
2685,196830.05
2686,188443.72
2687,194472.73
2688,186769.05
2689,185141.77
2690,208952.89
2691,180678.9
2692,177193.7
2693,182225.81
2694,177165.67
2695,182303.67
2696,182124.16
2697,180880.27
2698,181445.72
2699,180638.39
2700,179618.97
2701,176362.03
2702,175284.66
2703,178143.06
2704,176216.39
2705,175617.56
2706,174720.81
2707,175366.56
2708,176452.97
2709,173693.27
2710,175335.0
2711,191299.38
2712,197800.66
2713,181256.92
2714,178683.84
2715,180384.89
2716,180737.45
2717,181451.36
2718,186966.89
2719,178046.1
2720,180141.94
2721,177076.33
2722,178853.08
2723,176498.73
2724,175258.67
2725,176748.6
2726,177122.28
2727,179184.45
2728,180144.23
2729,178753.78
2730,177705.5
2731,175014.4
2732,174591.03
2733,179446.38
2734,176562.06
2735,177092.66
2736,176749.72
2737,175196.48
2738,176359.16
2739,178549.7
2740,176884.81
2741,177533.08
2742,178047.05
2743,177304.2
2744,177205.0
2745,176696.94
2746,176058.1
2747,179982.16
2748,175434.66
2749,175556.86
2750,176674.92
2751,175173.98
2752,185356.12
2753,178563.94
2754,182040.78
2755,175071.72
2756,172946.1
2757,170777.77
2758,172527.48
2759,180020.7
2760,178266.38
2761,177283.14
2762,177760.94
2763,181089.4
2764,181228.47
2765,187544.0
2766,178163.25
2767,172018.2
2768,175872.64
2769,175999.0
2770,178456.42
2771,175139.05
2772,176245.55
2773,178624.3
2774,177280.9
2775,177397.03
2776,179049.45
2777,178355.19
2778,176294.78
2779,176267.92
2780,174559.36
2781,174119.2
2782,173365.86
2783,173465.12
2784,175722.2
2785,177852.69
2786,172354.14
2787,174599.5
2788,173103.45
2789,184629.53
2790,172536.27
2791,175266.4
2792,172482.4
2793,177815.9
2794,173449.67
2795,174227.83
2796,174094.28
2797,181838.69
2798,177372.33
2799,174578.4
2800,171929.81
2801,174699.62
2802,177494.62
2803,178587.48
2804,178363.06
2805,172600.78
2806,173991.58
2807,178499.19
2808,177169.23
2809,175379.36
2810,176742.86
2811,179060.77
2812,176412.27
2813,177158.19
2814,178517.56
2815,172668.77
2816,187978.88
2817,175965.33
2818,175776.97
2819,181284.11
2820,175372.75
2821,173168.2
2822,180924.5
2823,183276.77
2824,180548.55
2825,178389.39
2826,176459.75
2827,178095.88
2828,183532.38
2829,180461.78
2830,184800.48
2831,182040.4
2832,182863.23
2833,191986.67
2834,183524.66
2835,184699.5
2836,182284.31
2837,179626.81
2838,177176.22
2839,180884.02
2840,182433.38
2841,183080.22
2842,183391.34
2843,177207.0
2844,178079.11
2845,175076.61
2846,183224.83
2847,181081.47
2848,184654.08
2849,184147.22
2850,191125.16
2851,186810.7
2852,184797.62
2853,186060.39
2854,176350.52
2855,182422.84
2856,183134.86
2857,182259.28
2858,182355.58
2859,178212.8
2860,175490.78
2861,176194.34
2862,181941.89
2863,174990.4
2864,188351.58
2865,176406.16
2866,178165.64
2867,172801.9
2868,175243.55
2869,175649.55
2870,179846.61
2871,174855.47
2872,170091.39
2873,172664.67
2874,178102.25
2875,173703.9
2876,178983.95
2877,177516.44
2878,179426.52
2879,178074.73
2880,173271.45
2881,177121.84
2882,179277.95
2883,179863.94
2884,182182.6
2885,180935.28
2886,181140.19
2887,173393.45
2888,175546.28
2889,170435.06
2890,172568.28
2891,176625.81
2892,169561.25
2893,174531.75
2894,169944.05
2895,193455.31
2896,191297.11
2897,181457.7
2898,178275.36
2899,186627.06
2900,178510.94
2901,181380.02
2902,180841.94
2903,196162.84
2904,198398.88
2905,175178.52
2906,182614.92
2907,174548.08
2908,175115.47
2909,176975.81
2910,172406.89
2911,172603.61
2912,177701.4
2913,172875.52
2914,172444.2
2915,172461.45
2916,172670.89
2917,177936.45
2918,174667.38
2919,185667.69
